date,name,time,record identifier,record identifier 2,latitude,longitude,maximum sustained wind (in knots),minimum pressure (millibars),wind radii NE,wind raddi SE,wind radii SW,wind radii NW,wind radii NE 2,win radii SE,wind radii SW 2,wind radii NW 2,wind radii NE 3,wind radii SE,wind radii SW 3,wind radii NW 3
20161014,NICOLE,1200,,HU,35.6,-58.9,70,975,240,240,180,240,90,120,80,90,60,60,50,70
20161014,NICOLE,1800,,HU,36.4,-56.5,65,977,240,240,180,240,90,120,80,90,60,60,50,70
20161015,NICOLE,0,,HU,37.2,-54.2,65,974,240,240,180,270,90,120,150,150,30,60,50,70
20161015,NICOLE,600,,HU,38,-52.6,75,965,240,270,240,270,90,120,150,150,30,60,50,70
20161015,NICOLE,1200,,HU,38.7,-51.1,75,960,360,330,240,360,150,150,150,150,0,80,80,80
20161015,NICOLE,1800,,HU,39,-49.8,75,961,360,300,300,360,150,120,150,150,0,80,80,80
20161016,NICOLE,0,,HU,39.3,-48.7,75,961,360,330,300,420,150,150,180,180,60,80,80,80
20161016,NICOLE,600,,HU,39.1,-48,70,962,360,330,300,420,150,150,180,180,60,80,80,80
20161016,NICOLE,1200,,HU,38.9,-47.2,70,963,360,330,300,360,150,150,180,180,60,80,80,80
20161016,NICOLE,1800,,HU,39.4,-46.4,65,964,360,330,330,360,150,150,180,180,60,80,80,70
20161017,NICOLE,0,,HU,40.1,-45.8,65,965,360,300,330,360,150,150,120,120,60,80,80,70
20161017,NICOLE,600,,HU,40.6,-45.5,65,965,360,300,330,300,150,150,120,120,60,80,80,70
20161017,NICOLE,1200,,HU,40.9,-45.1,65,966,360,300,330,300,150,150,120,120,60,80,80,70
20161017,NICOLE,1800,,HU,41.8,-43.6,65,966,300,300,330,300,150,150,120,120,60,80,80,70
20161018,NICOLE,0,,TS,43.5,-41.9,60,966,270,300,330,180,120,150,150,60,0,0,0,0
20161018,NICOLE,600,,TS,45.6,-39.7,55,966,270,300,300,150,120,150,150,0,0,0,0,0
20161018,NICOLE,1200,,EX,49,-38.5,55,966,270,300,300,150,120,150,150,0,0,0,0,0
20161018,NICOLE,1800,,EX,53,-38.5,50,967,270,300,300,150,120,150,150,0,0,0,0,0
20161019,NICOLE,0,,EX,55.1,-38,50,968,270,300,300,150,120,150,150,0,0,0,0,0
20161019,NICOLE,600,,EX,57,-37,50,969,270,300,300,150,120,150,150,0,0,0,0,0
20161019,NICOLE,1200,,EX,59,-36.5,50,969,270,300,300,150,120,150,150,0,0,0,0,0
AL162016,,OTTO,38,,,0,,,,,,,,,,,,,,
20161117,OTTO,1800,,LO,12.5,-80.7,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
20161118,OTTO,0,,LO,12.3,-81.3,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161118,OTTO,600,,LO,11.8,-81.7,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161118,OTTO,1200,,LO,11.4,-82,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161118,OTTO,1800,,LO,11.2,-82,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161119,OTTO,0,,LO,11.1,-82,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161119,OTTO,600,,LO,11,-81.8,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161119,OTTO,1200,,LO,10.9,-81.5,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161119,OTTO,1800,,LO,10.8,-81.2,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161120,OTTO,0,,LO,10.7,-80.8,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161120,OTTO,600,,LO,10.7,-80.4,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
20161120,OTTO,1200,,LO,10.9,-80,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
20161120,OTTO,1800,,TD,11.1,-79.7,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
20161121,OTTO,0,,TD,11.3,-79.4,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
20161121,OTTO,600,,TS,11.3,-79.3,35,1002,30,30,0,20,0,0,0,0,0,0,0,0
20161121,OTTO,1200,,TS,11.3,-79.2,40,1001,30,30,20,30,0,0,0,0,0,0,0,0
20161121,OTTO,1800,,TS,11.1,-79.1,45,1000,30,30,20,30,0,0,0,0,0,0,0,0
20161122,OTTO,0,,TS,10.8,-79.1,50,998,30,30,20,30,10,10,0,0,0,0,0,0
20161122,OTTO,600,,TS,10.6,-79.1,55,992,50,50,40,50,20,20,20,20,0,0,0,0
20161122,OTTO,1200,,TS,10.4,-79.2,60,986,50,50,50,50,20,20,20,20,0,0,0,0
20161122,OTTO,1800,,TS,10.5,-79.4,60,986,50,50,50,50,20,20,20,20,0,0,0,0
20161123,OTTO,0,,TS,10.6,-79.6,60,987,50,50,50,50,20,20,20,20,0,0,0,0
20161123,OTTO,600,,TS,10.8,-80,60,991,50,50,50,50,20,20,20,20,0,0,0,0
20161123,OTTO,1200,,TS,11,-80.4,60,994,50,50,50,50,20,20,20,20,0,0,0,0
20161123,OTTO,1800,,HU,11.2,-81.1,65,990,50,50,50,50,20,20,20,20,10,10,0,10
20161124,OTTO,0,,HU,11.2,-81.8,80,980,50,50,50,50,20,20,20,20,10,10,10,10
20161124,OTTO,600,,HU,11.1,-82.4,90,978,50,50,50,50,30,30,30,30,15,15,15,15
20161124,OTTO,1200,,HU,11,-83,100,975,50,50,50,50,30,30,30,30,15,15,15,15
20161124,OTTO,1730,L,HU,11,-83.8,100,975,50,50,50,50,30,30,30,30,15,15,15,15
20161124,OTTO,1800,,HU,11,-83.9,95,978,50,50,40,50,30,30,20,30,15,15,10,15
20161125,OTTO,0,,HU,10.9,-84.9,65,992,50,40,40,50,20,10,10,20,10,0,0,10
20161125,OTTO,330,T,TS,10.7,-85.6,60,993,50,40,40,50,20,10,10,20,0,0,0,0
20161125,OTTO,600,,TS,10.6,-86.2,60,994,40,40,30,40,10,10,0,10,0,0,0,0
20161125,OTTO,1200,,TS,10.3,-87.5,55,995,40,40,30,40,10,10,0,10,0,0,0,0
20161125,OTTO,1800,,TS,10,-88.8,50,997,40,40,30,40,10,10,0,10,0,0,0,0
20161126,OTTO,0,,TS,9.7,-90.2,45,1000,40,40,30,40,0,0,0,0,0,0,0,0
20161126,OTTO,600,,TS,9.4,-91.7,40,1003,40,40,30,40,0,0,0,0,0,0,0,0
20161126,OTTO,1200,,TD,9.1,-93.3,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL012017,,ARLENE,27,,,0,,,,,,,,,,,,,,
20170416,ARLENE,600,,EX,35.8,-50.3,55,992,180,180,360,360,90,90,180,180,0,0,0,0
20170416,ARLENE,1200,,EX,35.1,-49.5,55,989,180,180,360,360,90,90,180,180,0,0,0,0
20170416,ARLENE,1800,,EX,34.4,-48.7,55,986,180,180,360,300,0,0,180,150,0,0,0,0
20170417,ARLENE,0,,EX,33.7,-47.8,50,987,180,180,360,300,0,0,180,150,0,0,0,0
20170417,ARLENE,600,,EX,33.2,-47,45,988,150,150,300,270,0,0,0,0,0,0,0,0
20170417,ARLENE,1200,,EX,32.7,-46.1,45,989,150,150,270,240,0,0,0,0,0,0,0,0
20170417,ARLENE,1800,,EX,32.3,-45.3,40,991,150,150,240,210,0,0,0,0,0,0,0,0
20170418,ARLENE,0,,EX,32.1,-44.7,40,993,150,150,240,210,0,0,0,0,0,0,0,0
20170418,ARLENE,600,,EX,31.9,-44.4,35,994,150,150,240,210,0,0,0,0,0,0,0,0
20170418,ARLENE,1200,,EX,31.6,-44.1,35,995,150,150,240,210,0,0,0,0,0,0,0,0
20170418,ARLENE,1800,,EX,31.1,-43.5,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170419,ARLENE,0,,SD,31.1,-42.6,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170419,ARLENE,600,,SD,31.3,-41.8,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170419,ARLENE,1200,,SD,31.7,-41.1,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170419,ARLENE,1800,,SD,32.1,-40.4,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170420,ARLENE,0,,TD,32.8,-39.6,30,996,0,0,0,0,0,0,0,0,0,0,0,0
20170420,ARLENE,600,,TS,33.8,-39.2,35,994,60,60,0,0,0,0,0,0,0,0,0,0
20170420,ARLENE,1200,,TS,35.4,-39.6,35,994,60,60,0,0,0,0,0,0,0,0,0,0
20170420,ARLENE,1800,,TS,37.3,-40.7,40,992,90,90,0,0,0,0,0,0,0,0,0,0
20170421,ARLENE,0,,TS,39,-43,45,990,120,90,0,0,0,0,0,0,0,0,0,0
20170421,ARLENE,600,,TS,40,-46.3,45,990,120,90,0,120,0,0,0,0,0,0,0,0
20170421,ARLENE,1200,,EX,39.9,-49.3,45,990,90,90,90,120,0,0,0,0,0,0,0,0
20170421,ARLENE,1800,,EX,38.5,-50.8,40,992,90,90,120,120,0,0,0,0,0,0,0,0
20170422,ARLENE,0,,EX,36.3,-51.2,40,994,0,90,120,120,0,0,0,0,0,0,0,0
20170422,ARLENE,600,,EX,34.7,-50,40,996,0,90,120,90,0,0,0,0,0,0,0,0
20170422,ARLENE,1200,,EX,32.8,-48.7,35,999,0,90,120,0,0,0,0,0,0,0,0,0
20170422,ARLENE,1800,,EX,31.9,-46.4,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
AL022017,,BRET,9,,,0,,,,,,,,,,,,,,
20170618,BRET,1800,,DB,7.5,-49.6,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170619,BRET,0,,DB,7.8,-51.7,35,1008,50,0,0,50,0,0,0,0,0,0,0,0
20170619,BRET,600,,DB,8.1,-53.9,35,1007,50,0,0,50,0,0,0,0,0,0,0,0
20170619,BRET,1200,,DB,8.6,-56.5,35,1007,60,0,0,60,0,0,0,0,0,0,0,0
20170619,BRET,1800,,TS,9.2,-58.9,40,1007,80,0,0,80,0,0,0,0,0,0,0,0
20170620,BRET,0,,TS,9.7,-60.5,40,1008,80,0,0,80,0,0,0,0,0,0,0,0
20170620,BRET,200,L,TS,10.1,-61.1,45,1008,100,0,0,80,0,0,0,0,0,0,0,0
20170620,BRET,600,,TS,10.4,-62.1,45,1008,120,0,0,90,0,0,0,0,0,0,0,0
20170620,BRET,900,L,TS,10.6,-62.6,45,1008,120,0,0,90,0,0,0,0,0,0,0,0
AL032017,,CINDY,20,,,0,,,,,,,,,,,,,,
20170619,CINDY,1800,,DB,23.6,-88.6,35,1003,180,0,0,0,0,0,0,0,0,0,0,0
20170620,CINDY,0,,DB,24,-89.2,35,1000,180,0,0,0,0,0,0,0,0,0,0,0
20170620,CINDY,600,,DB,24.4,-89.8,35,999,180,0,0,0,0,0,0,0,0,0,0,0
20170620,CINDY,1200,,DB,25,-90.3,40,997,180,180,0,0,0,0,0,0,0,0,0,0
20170620,CINDY,1800,,TS,25.6,-90.6,45,996,210,150,0,60,0,0,0,0,0,0,0,0
20170621,CINDY,0,,TS,26.2,-90.9,50,995,240,120,50,120,0,0,0,80,0,0,0,0
20170621,CINDY,600,,TS,26.8,-91.5,50,994,240,120,50,120,0,0,0,80,0,0,0,0
20170621,CINDY,1200,,TS,27.3,-92.3,50,993,180,100,50,100,0,0,0,60,0,0,0,0
20170621,CINDY,1800,,TS,27.8,-93,45,993,120,100,50,100,0,0,0,0,0,0,0,0
20170622,CINDY,0,,TS,28.5,-93.4,45,992,100,100,50,100,0,0,0,0,0,0,0,0
20170622,CINDY,600,,TS,29.4,-93.6,45,991,100,100,60,60,0,0,0,0,0,0,0,0
20170622,CINDY,700,L,TS,29.8,-93.7,45,991,80,100,60,50,0,0,0,0,0,0,0,0
20170622,CINDY,1200,,TS,30.5,-93.8,40,993,0,60,80,0,0,0,0,0,0,0,0,0
20170622,CINDY,1800,,TS,31.6,-93.8,35,996,0,30,50,0,0,0,0,0,0,0,0,0
20170623,CINDY,0,,TD,32.8,-93.6,30,999,0,0,0,0,0,0,0,0,0,0,0,0
20170623,CINDY,600,,TD,34.2,-92.8,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
20170623,CINDY,1200,,TD,35.5,-90.8,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
20170623,CINDY,1800,,LO,36.7,-88.1,25,1002,0,0,0,0,0,0,0,0,0,0,0,0
20170624,CINDY,0,,LO,37.7,-84.4,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
20170624,CINDY,600,,LO,38.9,-78.5,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL042017,,FOUR,9,,,0,,,,,,,,,,,,,,
20170705,FOUR,1200,,LO,11.8,-35.9,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170705,FOUR,1800,,TD,12,-37.1,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170706,FOUR,0,,TD,12.4,-38.6,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170706,FOUR,600,,TD,12.8,-40.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170706,FOUR,1200,,TD,13.3,-42.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
20170706,FOUR,1800,,TD,13.8,-44.1,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170707,FOUR,0,,TD,14.3,-46,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
20170707,FOUR,600,,TD,14.8,-47.9,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
20170707,FOUR,1200,,TD,15.4,-49.7,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL052017,,DON,7,,,0,,,,,,,,,,,,,,
20170717,DON,0,,LO,10.3,-47.7,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
20170717,DON,600,,TD,10.4,-49.1,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170717,DON,1200,,TS,10.7,-50.6,35,1009,20,0,0,0,0,0,0,0,0,0,0,0
20170717,DON,1800,,TS,11,-52.2,40,1007,20,20,0,20,0,0,0,0,0,0,0,0
20170718,DON,0,,TS,11.2,-53.8,45,1005,20,20,0,20,0,0,0,0,0,0,0,0
20170718,DON,600,,TS,11.3,-55.4,40,1008,30,20,0,30,0,0,0,0,0,0,0,0
20170718,DON,1200,,TS,11.4,-57.1,35,1011,30,20,0,30,0,0,0,0,0,0,0,0
AL062017,,EMILY,11,,,0,,,,,,,,,,,,,,
20170730,EMILY,1800,,TD,28.4,-85.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
20170731,EMILY,0,,TS,28,-84.6,35,1008,0,30,0,0,0,0,0,0,0,0,0,0
20170731,EMILY,600,,TS,27.7,-83.9,40,1006,20,40,40,0,0,0,0,0,0,0,0,0
20170731,EMILY,1200,,TS,27.5,-83.1,45,1003,20,50,40,0,0,0,0,0,0,0,0,0
20170731,EMILY,1445,L,TS,27.5,-82.7,50,1001,20,50,40,0,0,20,20,0,0,0,0,0
20170731,EMILY,1800,,TS,27.5,-82.2,35,1005,0,50,40,0,0,0,0,0,0,0,0,0
20170801,EMILY,0,,TD,27.5,-81.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
20170801,EMILY,600,,TD,27.8,-80.4,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170801,EMILY,1200,,TD,28.7,-79.5,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170801,EMILY,1800,,TD,29.7,-78.6,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170802,EMILY,0,,LO,30.7,-78.1,30,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL072017,,FRANKLIN,18,,,0,,,,,,,,,,,,,,
20170806,FRANKLIN,1800,,LO,15.5,-81.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170807,FRANKLIN,0,,TS,16.1,-82.7,35,1006,90,0,0,0,0,0,0,0,0,0,0,0
20170807,FRANKLIN,600,,TS,16.7,-83.6,40,1004,100,120,0,0,0,0,0,0,0,0,0,0
20170807,FRANKLIN,1200,,TS,17.4,-84.4,45,1002,100,120,0,60,0,0,0,0,0,0,0,0
20170807,FRANKLIN,1800,,TS,18.1,-85.3,50,999,120,120,40,60,30,0,0,0,0,0,0,0
20170808,FRANKLIN,0,,TS,18.8,-86.6,50,995,120,120,50,90,30,0,0,0,0,0,0,0
20170808,FRANKLIN,345,L,TS,19.1,-87.6,50,995,120,120,35,80,30,0,0,0,0,0,0,0
20170808,FRANKLIN,600,,TS,19.2,-87.9,50,996,140,120,40,70,30,0,0,0,0,0,0,0
20170808,FRANKLIN,1200,,TS,19.6,-88.9,40,998,160,90,0,30,0,0,0,0,0,0,0,0
20170808,FRANKLIN,1800,,TS,19.9,-89.8,35,999,160,60,0,60,0,0,0,0,0,0,0,0
20170809,FRANKLIN,0,,TS,20.2,-90.9,40,996,160,60,0,120,0,0,0,0,0,0,0,0
20170809,FRANKLIN,600,,TS,20.4,-92.2,55,994,140,60,0,120,40,0,0,0,0,0,0,0
20170809,FRANKLIN,1200,,TS,20.2,-93.3,60,987,130,90,40,120,50,50,0,0,0,0,0,0
20170809,FRANKLIN,1800,,HU,20.2,-94.4,65,984,130,90,40,120,50,50,0,0,30,0,0,0
20170810,FRANKLIN,0,,HU,20.3,-95.5,75,981,130,90,60,130,50,50,30,40,30,25,0,0
20170810,FRANKLIN,500,L,HU,20,-96.6,70,990,130,90,50,130,50,50,20,40,30,25,0,0
20170810,FRANKLIN,600,,TS,20,-96.8,60,991,100,90,30,100,50,50,0,30,0,0,0,0
20170810,FRANKLIN,1200,,TD,19.8,-98.3,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL082017,,GERT,28,,,0,,,,,,,,,,,,,,
20170812,GERT,0,,LO,22.4,-66.8,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
20170812,GERT,600,,LO,22.7,-67.8,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
20170812,GERT,1200,,LO,23.2,-68.7,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
20170812,GERT,1800,,TD,24,-69.4,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
20170813,GERT,0,,TS,24.9,-70,35,1012,70,0,0,0,0,0,0,0,0,0,0,0
20170813,GERT,600,,TS,25.8,-70.6,35,1012,70,0,0,0,0,0,0,0,0,0,0,0
20170813,GERT,1200,,TS,26.8,-71.2,35,1012,70,0,0,0,0,0,0,0,0,0,0,0
20170813,GERT,1800,,TS,27.7,-71.6,35,1012,70,0,0,0,0,0,0,0,0,0,0,0
20170814,GERT,0,,TS,28.5,-71.9,40,1009,80,60,0,0,0,0,0,0,0,0,0,0
20170814,GERT,600,,TS,29.2,-72.1,45,1006,80,60,0,0,0,0,0,0,0,0,0,0
20170814,GERT,1200,,TS,29.7,-72.2,50,1002,80,60,0,0,40,30,0,0,0,0,0,0
20170814,GERT,1800,,TS,30.2,-72.3,55,996,90,80,30,50,50,40,0,30,0,0,0,0
20170815,GERT,0,,TS,30.8,-72.3,60,992,90,80,40,50,50,40,0,30,0,0,0,0
20170815,GERT,600,,HU,31.5,-72.3,65,986,90,80,50,50,50,40,0,30,20,20,0,0
20170815,GERT,1200,,HU,32.3,-72.1,70,982,90,90,60,50,50,50,0,30,20,20,0,0
20170815,GERT,1800,,HU,33.2,-71.8,70,980,100,100,60,50,50,50,0,30,20,20,0,0
20170816,GERT,0,,HU,34.2,-71,75,976,100,100,60,50,50,50,0,30,20,20,0,0
20170816,GERT,600,,HU,35.4,-69.5,80,973,110,110,70,40,50,50,40,20,30,30,20,10
20170816,GERT,1200,,HU,36.8,-67.1,85,969,120,120,70,40,50,50,40,20,30,30,20,10
20170816,GERT,1800,,HU,38.2,-64.1,95,962,140,140,80,50,50,60,40,20,30,30,20,10
20170817,GERT,0,,HU,39.4,-60.4,90,964,160,140,90,50,50,60,40,20,30,30,20,10
20170817,GERT,600,,HU,40.7,-56.2,80,968,180,150,100,50,50,70,40,0,20,30,20,0
20170817,GERT,1200,,TS,42.2,-52,60,981,200,170,100,50,50,70,40,0,0,0,0,0
20170817,GERT,1800,,EX,44,-48,50,988,220,220,100,20,60,60,0,0,0,0,0,0
20170818,GERT,0,,EX,45.9,-44.3,40,991,240,220,100,0,0,0,0,0,0,0,0,0
20170818,GERT,600,,EX,47.7,-40.5,35,994,270,270,0,0,0,0,0,0,0,0,0,0
20170818,GERT,1200,,EX,48.8,-37.8,35,996,300,300,0,0,0,0,0,0,0,0,0,0
20170818,GERT,1800,,EX,50.5,-36.5,35,998,330,0,0,0,0,0,0,0,0,0,0,0
AL092017,,HARVEY,74,,,0,,,,,,,,,,,,,,
20170816,HARVEY,600,,LO,13.7,-45.8,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
20170816,HARVEY,1200,,LO,13.7,-47.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170816,HARVEY,1800,,LO,13.6,-49,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
20170817,HARVEY,0,,LO,13.6,-50.6,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170817,HARVEY,600,,TD,13.4,-52,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170817,HARVEY,1200,,TD,13.1,-53.4,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170817,HARVEY,1800,,TS,13,-55,35,1004,30,0,0,30,0,0,0,0,0,0,0,0
20170818,HARVEY,0,,TS,13,-56.6,40,1003,50,0,0,50,0,0,0,0,0,0,0,0
20170818,HARVEY,600,,TS,13,-58.4,40,1004,50,0,0,50,0,0,0,0,0,0,0,0
20170818,HARVEY,1000,L,TS,13.1,-59.6,40,1004,50,0,0,50,0,0,0,0,0,0,0,0
20170818,HARVEY,1200,,TS,13.1,-60.3,40,1004,60,0,0,60,0,0,0,0,0,0,0,0
20170818,HARVEY,1500,L,TS,13.2,-61.2,40,1004,60,0,0,60,0,0,0,0,0,0,0,0
20170818,HARVEY,1800,,TS,13.2,-62.2,35,1005,60,0,0,60,0,0,0,0,0,0,0,0
20170819,HARVEY,0,,TS,13.4,-64,35,1005,60,0,0,60,0,0,0,0,0,0,0,0
20170819,HARVEY,600,,TS,13.5,-65.7,35,1005,60,0,0,60,0,0,0,0,0,0,0,0
20170819,HARVEY,1200,,TD,13.7,-67.5,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
20170819,HARVEY,1800,,WV,13.8,-69.2,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
20170820,HARVEY,0,,WV,14,-71,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
20170820,HARVEY,600,,WV,14.2,-72.9,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
20170820,HARVEY,1200,,WV,14.4,-75,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
20170820,HARVEY,1800,,WV,14.7,-76.8,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
20170821,HARVEY,0,,WV,15.1,-78.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
20170821,HARVEY,600,,WV,15.7,-80.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170821,HARVEY,1200,,WV,16.4,-82.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170821,HARVEY,1800,,WV,17.3,-84.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170822,HARVEY,0,,WV,18,-86.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170822,HARVEY,600,,WV,18.6,-87.8,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
20170822,HARVEY,1200,,WV,19.4,-88.8,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170822,HARVEY,1800,,LO,20,-89.7,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
20170823,HARVEY,0,,LO,20.5,-90.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
20170823,HARVEY,600,,LO,20.9,-91.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
20170823,HARVEY,1200,,TD,21.4,-92.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
20170823,HARVEY,1800,,TS,21.6,-92.4,35,1005,60,0,0,0,0,0,0,0,0,0,0,0
20170824,HARVEY,0,,TS,22,-92.5,40,1003,70,0,0,0,0,0,0,0,0,0,0,0
20170824,HARVEY,600,,TS,22.8,-92.6,50,997,80,0,0,50,30,0,0,0,0,0,0,0
20170824,HARVEY,1200,,TS,23.7,-93.1,60,986,80,30,20,50,30,10,0,20,0,0,0,0
20170824,HARVEY,1800,,HU,24.4,-93.6,70,978,80,40,30,60,30,20,20,30,20,0,0,0
20170825,HARVEY,0,,HU,25,-94.4,80,973,90,50,40,60,30,20,20,30,20,10,10,10
20170825,HARVEY,600,,HU,25.6,-95.1,90,966,120,50,40,90,30,30,20,30,20,20,10,20
20170825,HARVEY,1200,,HU,26.3,-95.8,95,949,120,90,80,100,50,40,40,30,30,20,10,20
20170825,HARVEY,1800,,HU,27.1,-96.3,105,943,120,90,80,100,50,40,40,40,30,25,20,25
20170826,HARVEY,0,,HU,27.8,-96.8,115,941,120,90,80,70,60,40,40,40,35,25,20,25
20170826,HARVEY,300,L,HU,28,-96.9,115,937,120,90,80,70,60,40,40,40,35,25,20,25
20170826,HARVEY,600,L,HU,28.2,-97.1,105,948,120,100,70,70,50,50,30,40,30,25,20,25
20170826,HARVEY,1200,,HU,28.7,-97.3,65,978,120,100,70,70,50,50,30,40,25,20,15,20
20170826,HARVEY,1800,,TS,29,-97.5,50,991,75,100,30,50,40,40,20,30,0,0,0,0
20170827,HARVEY,0,,TS,29.2,-97.4,45,995,50,100,30,50,0,0,0,0,0,0,0,0
20170827,HARVEY,600,,TS,29.3,-97.6,40,998,50,100,30,50,0,0,0,0,0,0,0,0
20170827,HARVEY,1200,,TS,29.1,-97.5,35,998,150,60,0,30,0,0,0,0,0,0,0,0
20170827,HARVEY,1800,,TS,29,-97.2,35,998,120,60,30,60,0,0,0,0,0,0,0,0
20170828,HARVEY,0,,TS,28.8,-96.8,35,997,120,60,30,60,0,0,0,0,0,0,0,0
20170828,HARVEY,600,,TS,28.6,-96.5,40,997,150,150,30,60,0,0,0,0,0,0,0,0
20170828,HARVEY,1200,,TS,28.5,-96.2,40,997,150,150,30,0,0,0,0,0,0,0,0,0
20170828,HARVEY,1800,,TS,28.4,-95.9,40,997,150,150,60,0,0,0,0,0,0,0,0,0
20170829,HARVEY,0,,TS,28.2,-95.4,40,996,150,150,60,60,0,0,0,0,0,0,0,0
20170829,HARVEY,600,,TS,28.1,-95,40,996,150,150,60,60,0,0,0,0,0,0,0,0
20170829,HARVEY,1200,,TS,28.2,-94.6,40,995,140,140,60,60,0,0,0,0,0,0,0,0
20170829,HARVEY,1800,,TS,28.5,-94.2,45,993,100,140,60,60,0,0,0,0,0,0,0,0
20170830,HARVEY,0,,TS,28.9,-93.8,45,994,100,140,60,60,0,0,0,0,0,0,0,0
20170830,HARVEY,600,,TS,29.4,-93.6,40,990,70,70,70,70,0,0,0,0,0,0,0,0
20170830,HARVEY,800,L,TS,29.8,-93.5,40,991,60,60,70,70,0,0,0,0,0,0,0,0
20170830,HARVEY,1200,,TS,30.1,-93.4,40,992,40,60,70,40,0,0,0,0,0,0,0,0
20170830,HARVEY,1800,,TS,30.6,-93.1,35,996,0,60,70,0,0,0,0,0,0,0,0,0
20170831,HARVEY,0,,TD,31.3,-92.6,30,998,0,0,0,0,0,0,0,0,0,0,0,0
20170831,HARVEY,600,,TD,31.9,-92.2,25,999,0,0,0,0,0,0,0,0,0,0,0,0
20170831,HARVEY,1200,,TD,32.5,-91.7,20,1001,0,0,0,0,0,0,0,0,0,0,0,0
20170831,HARVEY,1800,,TD,33.4,-90.9,25,1001,0,0,0,0,0,0,0,0,0,0,0,0
